City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Salinopolis,BR,2022-04-24 13:30:34,-0.6136,-47.3561,74.39,93,100,5.61
293,Coos Bay,US,2022-04-24 13:30:25,43.3665,-124.2179,46.24,99,100,5.75
294,Puyang,CN,2022-04-24 13:30:35,29.4603,119.8861,70.48,91,20,4.07
295,Leningradskiy,RU,2022-04-24 13:30:35,69.3833,178.4167,14.92,97,99,2.8
296,Sitka,US,2022-04-24 13:30:35,57.0531,-135.33,44.49,76,100,6.91
297,Arvin,US,2022-04-24 13:30:36,35.2091,-118.8284,56.01,86,0,1.3
298,Waipawa,NZ,2022-04-24 13:30:36,-41.4122,175.5153,51.85,86,98,6.67
299,San Quintin,MX,2022-04-24 13:30:36,30.4833,-115.95,59.99,68,0,1.9
300,Cruzeiro Do Sul,BR,2022-04-24 13:30:37,-29.5128,-51.9853,69.51,80,0,5.08
301,Cayenne,GF,2022-04-24 13:29:06,4.9333,-52.3333,85.08,1,75,8.05
302,Bud,US,2022-04-24 13:30:37,39.447,-86.1758,71.82,65,100,15.95
303,Kismayo,SO,2022-04-24 13:30:37,-0.3582,42.5454,85.41,69,63,10.4
304,Yar-Sale,RU,2022-04-24 13:30:38,66.8333,70.8333,15.57,89,100,5.06
305,Tsabong,BW,2022-04-24 13:30:38,-26.0217,22.401,74.3,36,57,13.78
306,Santa Lucia,ES,2022-04-24 13:30:38,27.9117,-15.5407,58.77,68,75,8.05
307,Chapais,CA,2022-04-24 13:30:39,49.7834,-74.8492,29.98,70,100,12.03
308,Tuatapere,NZ,2022-04-24 13:30:39,-46.1333,167.6833,51.1,89,99,6.42
309,Souillac,MU,2022-04-24 13:30:39,-20.5167,57.5167,77.38,73,75,17.27
310,Nenjiang,CN,2022-04-24 13:30:39,49.1833,125.2167,45.64,45,100,4.5
311,Trairi,BR,2022-04-24 13:30:40,-3.2778,-39.2689,80.69,75,99,5.01
312,Magadan,RU,2022-04-24 13:30:40,59.5667,150.8,20.86,85,25,7.25
313,Broome,US,2022-04-24 13:30:40,42.2506,-75.833,58.01,58,20,10.36
314,Gamba,GA,2022-04-24 13:30:41,-2.65,10.0,80.28,81,100,3.47
315,Roros,NO,2022-04-24 13:30:41,62.5747,11.3842,44.44,42,0,8.05
316,Guanica,PR,2022-04-24 13:30:41,17.9716,-66.908,83.05,65,10,8.99
317,Copiapo,CL,2022-04-24 13:29:46,-27.3667,-70.3333,55.09,76,9,2.95
318,Barcelos,PT,2022-04-24 13:31:42,41.5388,-8.6151,67.84,64,87,8.08
319,Kungurtug,RU,2022-04-24 13:31:42,50.5994,97.5228,20.35,68,88,7.38
320,Ostrovnoy,RU,2022-04-24 13:31:42,68.0531,39.5131,35.33,99,100,14.27
321,Dhidhdhoo,MV,2022-04-24 13:31:43,6.8833,73.1,84.7,68,18,1.52
322,Kyabram,AU,2022-04-24 13:31:43,-36.3167,145.05,54.88,80,79,7.87
323,Flinders,AU,2022-04-24 13:31:43,-34.5833,150.8552,62.19,87,99,5.99
324,Ust-Ilimsk,RU,2022-04-24 13:31:43,58.0006,102.6619,19.18,91,96,4.27
325,Linhares,BR,2022-04-24 13:31:44,-19.3911,-40.0722,91.87,48,4,0.85
326,Bowen,AU,2022-04-24 13:31:44,-20.0167,148.2333,76.91,82,100,24.36
327,Pangai,TO,2022-04-24 13:31:44,-19.8,-174.35,78.71,67,100,5.3
328,Lima,PE,2022-04-24 13:30:08,-12.0432,-77.0282,69.91,78,100,8.05
329,Save,BJ,2022-04-24 13:31:45,8.0425,2.486,93.2,47,100,6.82
330,Shimoda,JP,2022-04-24 13:31:45,34.6667,138.95,60.1,91,100,7.47
331,Kologriv,RU,2022-04-24 13:31:45,58.8275,44.3178,50.27,66,90,5.48
332,San Andres,CO,2022-04-24 13:26:47,12.5847,-81.7006,80.62,83,40,11.5
333,Kusti,SD,2022-04-24 13:31:46,13.1629,32.6635,105.04,7,3,8.57
334,Tomball,US,2022-04-24 13:31:16,30.0972,-95.6161,73.81,88,100,5.75
335,Genhe,CN,2022-04-24 13:31:46,50.7833,121.5167,30.96,95,97,1.59
336,Pierre,US,2022-04-24 13:31:46,44.3683,-100.351,37.85,79,100,31.07
337,Kenai,US,2022-04-24 13:31:47,60.5544,-151.2583,35.15,93,0,5.75
338,Port Hedland,AU,2022-04-24 13:31:27,-20.3167,118.5667,77.05,83,0,4.61
339,Azad Shahr,IR,2022-04-24 13:31:47,34.7909,48.5707,68.49,13,75,13.8
340,Acapulco,MX,2022-04-24 13:30:49,16.8634,-99.8901,75.02,88,20,0.0
341,Suntar,RU,2022-04-24 13:31:47,62.1444,117.6319,27.07,93,100,2.51
342,Olinda,BR,2022-04-24 13:28:27,-8.0089,-34.8553,85.73,66,75,14.97
343,Los Alamos,US,2022-04-24 13:31:48,35.8881,-106.307,40.05,30,0,0.0
344,Tucuman,AR,2022-04-24 13:31:48,-26.8241,-65.2226,62.6,94,20,3.44
345,Itarema,BR,2022-04-24 13:31:48,-2.9248,-39.9167,82.85,69,61,7.34
346,Sao Joao Da Barra,BR,2022-04-24 13:31:49,-21.6403,-41.0511,82.49,59,5,12.15
347,Nola,IT,2022-04-24 13:31:49,40.922,14.5329,69.4,52,97,8.01
348,Leh,IN,2022-04-24 13:31:49,34.1667,77.5833,44.71,25,5,5.66
349,Aleksandrov Gay,RU,2022-04-24 13:31:50,50.147,48.5704,61.54,53,100,3.74
350,Bage,BR,2022-04-24 13:31:50,-31.3314,-54.1069,64.18,63,0,5.75
351,Clyde River,CA,2022-04-24 13:31:50,70.4692,-68.5914,5.23,85,100,5.75
352,Islamkot,PK,2022-04-24 13:31:51,24.6997,70.177,89.2,35,0,20.76
353,Darnah,LY,2022-04-24 13:31:51,32.767,22.6367,66.04,65,0,11.56
354,Imbituba,BR,2022-04-24 13:31:51,-28.24,-48.6703,67.86,62,0,10.18
355,Naze,JP,2022-04-24 13:31:51,28.3667,129.4833,68.92,90,62,7.9
356,San Jose,US,2022-04-24 13:27:48,37.3394,-121.895,52.0,85,20,0.0
357,Demba,CD,2022-04-24 13:31:52,-5.51,22.2667,76.69,86,99,1.34
358,Vanderhoof,CA,2022-04-24 13:31:52,54.0166,-124.0198,40.08,78,100,3.85
359,Njombe,TZ,2022-04-24 13:31:52,-9.3333,34.7667,63.68,92,100,6.04
360,Nouadhibou,MR,2022-04-24 13:31:53,20.931,-17.0347,82.38,32,0,13.8
361,Lockhart,US,2022-04-24 13:31:53,28.6194,-81.4426,76.93,69,75,10.36
362,Atar,MR,2022-04-24 13:31:53,20.5169,-13.0499,93.27,16,0,11.5
363,Agua Dulce,MX,2022-04-24 13:31:54,18.1333,-94.1333,76.78,76,1,4.32
364,Antsohihy,MG,2022-04-24 13:31:54,-14.8796,47.9875,80.92,77,87,3.06
365,Biloela,AU,2022-04-24 13:32:54,-24.4167,150.5,64.99,71,58,15.28
366,Beyneu,KZ,2022-04-24 13:32:55,45.3167,55.2,69.03,24,36,9.82
367,Honningsvag,NO,2022-04-24 13:32:55,70.9821,25.9704,37.15,87,100,14.97
368,Lata,PT,2022-04-24 13:32:55,40.1629,-8.3327,64.08,65,100,5.61
369,Hovd,MN,2022-04-24 13:32:56,48.0056,91.6419,31.55,37,57,18.66
370,Bollnas,SE,2022-04-24 13:30:45,61.3482,16.3946,48.96,44,12,7.29
371,Tanout,NE,2022-04-24 13:32:56,14.9709,8.8879,105.37,7,92,4.61
372,Aurillac,FR,2022-04-24 13:28:41,44.9167,2.45,48.78,94,100,8.05
373,Sladkovo,RU,2022-04-24 13:32:56,55.5284,70.3385,45.23,38,39,4.92
374,Marrakesh,MA,2022-04-24 13:32:57,31.6315,-8.0083,68.07,45,75,6.91
375,Duvan,RU,2022-04-24 13:32:57,55.695,57.9024,52.65,52,94,7.0
376,Kahului,US,2022-04-24 13:29:21,20.8947,-156.47,74.84,79,0,18.41
377,Eyl,SO,2022-04-24 13:32:57,7.9803,49.8164,85.05,59,7,9.17
378,Svetlogorsk,BY,2022-04-24 13:32:58,52.6333,29.7333,51.76,68,100,10.67
379,Antalaha,MG,2022-04-24 13:32:58,-14.9003,50.2788,79.16,78,76,10.98
380,Chokurdakh,RU,2022-04-24 13:32:58,70.6333,147.9167,-13.38,100,74,3.13
381,Jinxiang,CN,2022-04-24 13:32:58,27.4327,120.6062,65.8,96,96,5.06
382,Sabha,LY,2022-04-24 13:32:59,27.0377,14.4283,89.78,8,11,6.53
383,Kaeo,NZ,2022-04-24 13:32:59,-35.1,173.7833,57.33,93,51,6.93
384,Benguela,AO,2022-04-24 13:32:59,-12.5763,13.4055,80.58,76,49,8.57
385,Bambanglipuro,ID,2022-04-24 13:33:00,-7.95,110.2833,78.8,88,100,0.54
386,Humaita,BR,2022-04-24 13:33:00,-7.5061,-63.0208,84.29,72,100,3.74
387,Cudahy,US,2022-04-24 13:33:00,33.9606,-118.1853,67.62,60,0,0.0
388,Mitsamiouli,KM,2022-04-24 13:33:00,-11.3847,43.2844,82.35,77,100,8.55
389,El Alto,PE,2022-04-24 13:33:01,-4.2714,-81.2147,69.46,73,88,4.74
390,Tiznit,MA,2022-04-24 13:33:01,29.5833,-9.5,57.92,66,100,13.91
391,Sikonge,TZ,2022-04-24 13:33:01,-5.6333,32.7667,76.05,72,100,2.24
392,Vardo,NO,2022-04-24 13:33:02,70.3705,31.1107,39.51,80,100,18.37
393,Seoul,KR,2022-04-24 13:31:35,37.5683,126.9778,63.79,83,40,5.75
394,Berlevag,NO,2022-04-24 13:33:02,70.8578,29.0864,39.0,91,100,14.52
395,Isangel,VU,2022-04-24 13:33:02,-19.55,169.2667,77.74,75,89,11.18
396,Howell,US,2022-04-24 13:33:03,42.6073,-83.9294,73.26,59,0,12.66
397,Reforma,MX,2022-04-24 13:32:45,18.1,-91.0167,79.75,68,0,11.52
398,Brasileia,BR,2022-04-24 13:33:03,-11.0161,-68.7481,81.05,83,100,0.0
399,Novyy Urengoy,RU,2022-04-24 13:33:03,66.0833,76.6333,4.28,94,95,1.43
400,Thunder Bay,CA,2022-04-24 13:33:04,48.4001,-89.3168,39.29,93,100,17.27
401,Bereda,ES,2022-04-24 13:33:04,43.2686,-7.5406,57.58,58,100,4.52
402,Igurubi,TZ,2022-04-24 13:33:05,-4.0,33.7,79.83,56,100,2.13
403,Deputatskiy,RU,2022-04-24 13:33:05,69.3,139.9,1.06,99,100,1.5
404,Mnogovershinnyy,RU,2022-04-24 13:33:05,53.9353,139.9242,23.07,97,100,7.18
405,Hambantota,LK,2022-04-24 13:33:05,6.1241,81.1185,82.74,94,40,4.61
406,Qovlar,AZ,2022-04-24 13:33:06,40.948,45.735,71.28,43,100,4.52
407,Vao,NC,2022-04-24 13:33:06,-22.6667,167.4833,74.16,70,100,21.39
408,Stornoway,GB,2022-04-24 13:33:06,58.2093,-6.3865,53.92,74,40,16.11
409,Doha,QA,2022-04-24 13:28:23,25.2867,51.5333,98.91,6,0,11.5
410,Brae,GB,2022-04-24 13:33:07,60.3964,-1.353,48.56,75,80,16.78
411,Tuy Hoa,VN,2022-04-24 13:33:07,13.0833,109.3,77.97,93,35,4.61
412,Shiyan,CN,2022-04-24 13:34:07,32.6475,110.7781,63.39,94,100,8.63
413,Carauari,BR,2022-04-24 13:34:08,-4.8828,-66.8958,82.89,72,100,3.27
414,Harnosand,SE,2022-04-24 13:34:08,62.6323,17.9379,51.82,72,7,5.77
415,Oranjestad,AW,2022-04-24 13:34:08,12.524,-70.027,80.55,74,40,20.71
416,Ilulissat,GL,2022-04-24 13:34:09,69.2167,-51.1,26.62,93,100,0.0
417,Zhigansk,RU,2022-04-24 13:34:09,66.7697,123.3711,4.3,94,23,6.02
418,Palana,RU,2022-04-24 13:34:09,59.1167,159.9667,26.24,90,100,4.85
419,Verkhoyansk,RU,2022-04-24 13:34:10,67.5447,133.385,5.81,99,87,2.93
420,Lardos,GR,2022-04-24 13:34:10,36.0942,28.0157,71.94,44,0,11.18
421,Najran,SA,2022-04-24 13:34:10,17.4924,44.1277,93.85,16,98,11.97
422,Kutum,SD,2022-04-24 13:34:11,14.2,24.6667,94.95,6,6,4.38
423,Sao Jose Da Coroa Grande,BR,2022-04-24 13:34:11,-8.8978,-35.1478,83.73,63,99,10.96
424,Roma,US,2022-04-24 13:34:11,43.2128,-75.4557,58.87,44,0,12.66
425,Piacabucu,BR,2022-04-24 13:34:11,-10.4056,-36.4344,85.73,56,12,10.71
426,Vila Velha,BR,2022-04-24 13:34:12,-20.3297,-40.2925,85.95,74,20,14.97
427,Meybod,IR,2022-04-24 13:34:12,32.2501,54.0166,91.42,10,100,11.16
428,Kalmunai,LK,2022-04-24 13:34:12,7.4167,81.8167,82.83,77,20,6.58
429,Nabire,ID,2022-04-24 13:34:13,-3.3667,135.4833,76.6,91,85,2.48
430,Mikkeli,FI,2022-04-24 13:34:13,61.6886,27.2723,44.71,53,0,6.91
431,Tall Kayf,TR,2022-04-24 13:34:13,37.0833,41.0667,88.14,24,100,12.55
432,La Cruz,MX,2022-04-24 13:34:14,23.9167,-106.9,70.66,77,0,2.1
433,Ayan,RU,2022-04-24 13:34:14,56.45,138.1667,26.08,90,100,3.67
434,Mahon,ES,2022-04-24 13:34:14,39.8885,4.2658,64.96,52,20,11.5
435,Baruun-Urt,MN,2022-04-24 13:34:14,46.6806,113.2792,45.64,26,72,15.73
436,Minbu,MM,2022-04-24 13:34:15,20.1833,94.8833,92.7,49,2,11.99
437,Kalemie,CD,2022-04-24 13:34:15,-5.9475,29.1947,77.13,74,98,3.36
438,Miandrivazo,MG,2022-04-24 13:34:15,-19.5167,45.4667,77.05,82,100,4.88
439,Fort Wellington,GY,2022-04-24 13:34:16,6.4,-57.6,79.18,85,100,5.35
440,Aykhal,RU,2022-04-24 13:34:16,66.0,111.5,6.04,96,75,1.14
441,Dongsheng,CN,2022-04-24 13:34:16,39.8161,109.9776,61.59,19,0,5.19
442,Gobabis,NA,2022-04-24 13:34:17,-22.45,18.9667,78.53,22,24,6.13
443,Atambua,ID,2022-04-24 13:34:17,-9.1061,124.8925,71.89,83,18,4.97
444,San Ignacio,BZ,2022-04-24 13:34:17,17.1561,-89.0714,73.54,83,0,4.61
445,Penzance,GB,2022-04-24 13:30:04,50.1186,-5.5371,56.08,89,100,9.31
446,Hibbing,US,2022-04-24 13:34:18,47.4272,-92.9377,42.4,46,100,9.22
447,Saint Anthony,US,2022-04-24 13:34:18,45.0205,-93.218,46.0,67,100,19.57
448,Verkhnyaya Inta,RU,2022-04-24 13:34:18,65.9811,60.3094,30.11,86,100,1.32
449,Beloha,MG,2022-04-24 13:34:18,-25.1667,45.05,79.9,62,79,7.16
450,Moindou,NC,2022-04-24 13:34:19,-21.6924,165.677,71.31,89,91,9.48
451,Belaya Gora,RU,2022-04-24 13:34:19,68.5333,146.4167,-2.13,100,72,4.79
452,Manaure,CO,2022-04-24 13:34:19,11.7751,-72.4445,83.35,61,23,14.23
453,Ternate,ID,2022-04-24 13:34:20,0.8,127.4,81.23,80,60,4.65
454,Panzhihua,CN,2022-04-24 13:34:20,26.5851,101.7128,76.57,37,15,2.86
455,Yining,CN,2022-04-24 13:34:20,29.0361,114.5636,73.06,91,45,3.89
456,Palestine,PS,2022-04-24 13:34:21,31.9216,35.2033,74.93,63,6,12.93
457,Grindavik,IS,2022-04-24 13:34:21,63.8424,-22.4338,45.07,76,100,10.36
458,Beroroha,MG,2022-04-24 13:34:21,-21.6667,45.1667,76.69,76,100,4.94
459,Marsa Matruh,EG,2022-04-24 13:34:22,31.3525,27.2453,70.0,68,0,11.5
460,Bell Ville,AR,2022-04-24 13:35:22,-32.6259,-62.6887,67.8,42,6,18.63
461,Yulara,AU,2022-04-24 13:35:22,-25.2406,130.9889,66.04,68,16,13.8
462,Mayumba,GA,2022-04-24 13:35:23,-3.432,10.6554,81.84,78,100,7.23
463,Mecca,SA,2022-04-24 13:35:23,21.4267,39.8261,93.74,33,15,20.22
464,Beringovskiy,RU,2022-04-24 13:35:23,63.05,179.3167,17.92,93,80,1.39
465,Worland,US,2022-04-24 13:33:06,44.0169,-107.9554,39.67,78,100,12.66
466,Dunedin,NZ,2022-04-24 13:32:23,-45.8742,170.5036,52.81,71,100,5.99
467,Launceston,AU,2022-04-24 13:35:24,-41.45,147.1667,51.15,92,86,0.0
468,Henties Bay,NA,2022-04-24 13:35:24,-22.116,14.2845,61.95,74,3,15.66
469,Paidha,UG,2022-04-24 13:35:24,2.4167,30.9855,67.06,87,100,5.5
470,Isla Mujeres,MX,2022-04-24 13:35:25,21.2311,-86.731,82.45,69,1,17.25
471,Necochea,AR,2022-04-24 13:35:25,-38.5473,-58.7368,67.51,52,0,12.1
472,Richards Bay,ZA,2022-04-24 13:35:25,-28.783,32.0377,75.54,79,45,10.02
473,Lakes Entrance,AU,2022-04-24 13:35:26,-37.8811,147.981,50.16,91,15,3.27
474,Paamiut,GL,2022-04-24 13:35:26,61.994,-49.6678,32.63,90,51,9.48
475,Jijiga,ET,2022-04-24 13:35:26,9.35,42.8,67.19,75,97,9.57
476,Vila Do Maio,CV,2022-04-24 13:35:27,15.1333,-23.2167,86.79,77,2,10.16
477,Nelson Bay,AU,2022-04-24 13:35:27,-32.7167,152.15,59.09,96,30,6.08
478,Estepona,ES,2022-04-24 13:35:28,36.4276,-5.1459,68.58,53,84,7.09
479,Altamont,US,2022-04-24 13:35:28,42.2068,-121.7372,34.79,82,0,0.0
480,Aban,RU,2022-04-24 13:35:28,56.67,96.06,27.25,74,100,8.88
481,Chingirlau,KZ,2022-04-24 13:35:28,51.095,54.0814,60.84,36,7,4.21
482,Monywa,MM,2022-04-24 13:35:29,22.1167,95.1333,99.1,21,6,5.91
483,Yeppoon,AU,2022-04-24 13:35:29,-23.1333,150.7333,69.58,77,94,23.09
484,Petropavlovsk-Kamchatskiy,RU,2022-04-24 13:32:47,53.0452,158.6483,36.19,70,40,6.71
485,Hakkari,TR,2022-04-24 13:35:30,37.5833,44.1667,62.38,27,75,8.05
486,Mangan,IN,2022-04-24 13:35:30,27.5167,88.5333,69.73,84,60,2.86
487,Adiake,CI,2022-04-24 13:35:30,5.2863,-3.304,87.03,66,99,12.12
488,Makakilo City,US,2022-04-24 13:35:30,21.3469,-158.0858,75.52,73,100,11.5
489,Kasongo-Lunda,CD,2022-04-24 13:35:31,-6.4667,16.8167,85.6,57,98,2.55
490,Ust-Koksa,RU,2022-04-24 13:35:31,50.2696,85.6108,28.15,63,4,2.64
491,Deniliquin,AU,2022-04-24 13:35:31,-35.5333,144.9667,59.85,64,100,5.61
492,Konotop,UA,2022-04-24 13:35:32,51.2403,33.2026,58.19,52,74,9.64
493,Vazante,BR,2022-04-24 13:35:32,-17.9869,-46.9078,85.46,36,24,6.2
494,Katima Mulilo,NA,2022-04-24 13:35:32,-17.5,24.2667,81.72,37,39,3.24
495,Plaster Rock,CA,2022-04-24 13:35:33,46.9065,-67.39,36.95,46,9,11.72
496,Boden,SE,2022-04-24 13:35:33,65.8252,21.6886,41.0,80,96,5.21
497,Bousse,BF,2022-04-24 13:35:33,12.6606,-1.8922,106.25,6,35,9.04
498,Lebedyn,UA,2022-04-24 13:35:33,50.5852,34.4849,56.3,72,100,8.66
499,Sesheke,ZM,2022-04-24 13:35:34,-17.4759,24.2968,81.41,37,45,2.66
500,Riohacha,CO,2022-04-24 13:35:34,11.5444,-72.9072,78.91,78,0,6.91
501,Caidian,CN,2022-04-24 13:35:34,30.5833,114.0333,82.15,74,100,13.29
502,Lixourion,GR,2022-04-24 13:35:35,38.2019,20.4314,69.8,78,0,11.5
503,Ruiru,KE,2022-04-24 13:35:35,-1.1606,36.9567,76.23,60,40,14.97
504,Ngunguru,NZ,2022-04-24 13:35:35,-35.6167,174.5,59.88,84,42,11.68
505,Abu Zabad,SD,2022-04-24 13:36:35,12.35,29.25,102.07,7,5,4.18
506,Capaci,IT,2022-04-24 13:36:36,38.1711,13.2393,70.25,61,0,11.01
507,Key Largo,US,2022-04-24 13:36:24,25.0865,-80.4473,79.0,63,0,16.24
508,Nalut,LY,2022-04-24 13:36:36,30.3333,10.85,89.47,8,2,5.1
509,Sovetskaya Gavan,RU,2022-04-24 13:36:37,48.9723,140.2878,33.64,73,79,8.7
510,Kharan,PK,2022-04-24 13:36:37,28.5833,65.4167,92.44,9,67,12.62
511,Phayao,TH,2022-04-24 13:35:24,19.25,100.25,77.07,76,14,0.83
512,Grand Gaube,MU,2022-04-24 13:36:37,-20.0064,57.6608,77.4,77,93,5.01
513,Mahibadhoo,MV,2022-04-24 13:36:38,3.7833,72.9667,85.17,69,46,8.77
514,Issa,RU,2022-04-24 13:36:38,53.8705,44.8578,62.29,46,89,6.87
515,Barnala,IN,2022-04-24 13:32:31,30.3833,75.55,93.02,13,93,6.98
516,Esperance,AU,2022-04-24 13:36:38,-33.8667,121.9,58.84,82,1,10.83
517,Srednekolymsk,RU,2022-04-24 13:36:38,67.45,153.6833,5.18,100,85,6.46
518,Lillooet,CA,2022-04-24 13:36:39,50.6856,-121.942,40.6,82,88,4.14
519,Saint-Francois,FR,2022-04-24 13:36:39,46.4154,3.9054,58.68,72,100,6.91
520,Haines Junction,CA,2022-04-24 13:36:39,60.7522,-137.5108,30.15,80,100,0.0
521,Shu,KZ,2022-04-24 13:36:40,43.5983,73.7614,56.59,94,100,15.77
522,Ukiah,US,2022-04-24 13:36:40,39.1502,-123.2078,49.86,88,0,0.0
523,Baturaden,ID,2022-04-24 13:36:40,-7.3,109.2167,67.28,96,100,1.88
524,Pamanukan,ID,2022-04-24 13:36:41,-6.2842,107.8106,80.29,81,100,2.57
525,Sovetskiy,RU,2022-04-24 13:36:41,61.3614,63.5842,40.91,93,78,4.32
526,Darlowo,PL,2022-04-24 13:34:21,54.421,16.4107,46.74,80,41,22.46
527,Kharitonovo,RU,2022-04-24 13:36:41,61.4009,47.4978,39.72,80,100,5.88
528,Mapiripan,CO,2022-04-24 13:36:42,2.8892,-72.1256,79.36,87,100,5.41
